HATE_SPEECH,CLASS
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seekers,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of the so called asylum seeker,3
we are forced to economically support all of them,3
we are forced to economically support all of them,3
we are forced to economically support all of them,3
we are forced to economically support all of them,3
